FID,SOLMUTUNNU,LYHYTTUNNU,SOLMUTYYPP,X,Y,PROJ_X,PROJ_Y,NIMI1,NAMN1,NIMI2,NAMN2,REI_VOIM,AIK_VOIM,VERKKO,PYSAKKITYY
2406,1310131,H1054,P,2549124,6671688,2549134,6671691,Kiviaidankatu,Murbacksgatan,Melkonkatu 28,Melkögatan 28,0,0,1,04
2407,1310132,H1075,P,2549131,6671735,2549123,6671730,Kiviaidankatu,Murbacksgatan,Melkonkatu 25,Melkögatan 25,0,0,1,99
2408,1310133,H1052,P,2549197,6671349,2549212,6671353,Melkonkatu,Melkögatan,Melkonkatu 16 a,Melkögatan 16 a,0,0,1,04
2409,1310134,H1053,P,2549191,6671480,2549183,6671479,Melkonkatu,Melkögatan,Melkonkatu,Melkögatan,0,0,1,04
2410,1310135,H1050,P,2549375,6671212,2549376,6671210,Vattuniemi,Hallonnäs,Melkonkuja 1,Melkögränd 1,0,0,1,99
2411,1310136,H1070,P,2548868,6671498,2548891,6671503,Särkiniemenpolku,Mörtnässtigen,Särkiniementie,Mörtnäsvägen,0,0,1,99
2412,1310137,H1051,P,2549149,6671251,2549139,6671248,Melkonkuja,Melkögränd,Itälahdenkatu,Österviksgatan,1,1,1,01
2413,1310138,H1073,P,2548919,6671502,2548899,6671471,Särkiniemenpolku,Mörtnässtigen,Särkiniementie,Mörtnäsvägen,0,0,1,99
2414,1310139,H1017,P,2549666,6672522,2549669,6672512,Lauttasaaren silta,Drumsö bro,Lauttasaarentie,Drumsövägen,0,0,1,04
2415,1310140,H1042,P,2549405,6672247,2549423,6672237,Pajalahdentie,Smedjeviksvägen,Meripuistotie,Sjöallén,1,1,1,04
2416,1310141,H1041,P,2549489,6672332,2549481,6672337,Pajalahdentie,Smedjeviksvägen,Meripuistotie,Sjöallén,1,1,1,04
2417,1310142,H1044,P,2549343,6671982,2549360,6671980,Heikkiläntie,Heikasvägen,Vattuniemenkatu,Hallonnäsgatan,1,1,1,04
2418,1310143,H1043,P,2549373,6671989,2549362,6671990,Heikkiläntie,Heikasvägen,Vattuniemenkatu,Hallonnäsgatan,1,1,1,01
2419,1310144, ,P,2549298,6671689,2549319,6671692,Vattuniemenkuja,Hallonnäsgränd,Vattuniemenkatu 20,Hallonnäsgatan 20,0,0,1,99
2420,1310145,H1045,P,2549338,6671626,2549331,6671627,Vattuniemenkuja,Hallonnäsgränd,Vattuniemenkatu 23,Hallonnäsgatan 23,1,1,1,01
2421,1310146,H1047,P,2549389,6671396,2549379,6671394,Nahkahousuntie,Skinnbyxvägen,Vattuniemenkatu,Hallonnäsgatan,1,1,1,01
2422,1310147,H1072,P,2548835,6671611,2548863,6671618,Wavulinintie,Wavulinsvägen,Särkiniementie,Mörtnäsvägen,0,0,1,99
2423,1310148,H1074,P,2549072,6671722,2549057,6671711,Heikkilänaukio,Heikasplatsen,Heikkiläntie,Heikasvägen,0,0,1,04
2424,1310149,H1171,P,2548986,6671695,2548991,6671678,Melkonkatu,Melkögatan,Heikkilänaukio,Heikasplatsen,0,0,1,99
2425,1310150,H1076,P,2549248,6671183,2549250,6671183,Melkonkuja,Melkögränd,Melkonkatu,Melkögatan,0,0,1,99
2426,1310151,H1077,P,2549260,6671224,2549241,6671220,Melkonkuja,Melkögränd,Melkonkatu,Melkögatan,0,0,1,99
2427,1310152,H1078,P,2549335,6671175,2549335,6671176,Vattuniemi,Hallonnäs,Melkonkuja,Melkögränd,0,0,1,99
2428,1310153,H1079,P,2549311,6671965,2549293,6671977,Vattuniemenkatu,Hallonnäsgatan,Heikkiläntie,Heikasvägen,0,0,1,99
2429,1310154, ,P,2549281,6672000,2549298,6671985,Vattuniemenkatu,Hallonnäsgatan,Heikkiläntie,Heikasvägen,0,0,1,99
2430,1310155, ,P,2549452,6672259,2549440,6672267,Pajalahdentie,Smedjeviksvägen,Meripuistotie,Sjöallén,1,1,1,08
2431,1310156, ,P,2549254,6672270,2549263,6672256,Lauttasaar. kirjasto,Drumsö bibliotek,Pajalahdentie,Smedjeviksvägen,0,0,1,99
2432,1310157,H1083,P,2549584,6672304,2549597,6672287,Vatakuja,Vadgränd,Pajalahdentie,Smedjeviksvägen,0,0,1,99
2433,1310158,H1084,P,2549586,6672261,2549579,6672280,Vatakuja,Vadgränd,Pajalahdentie,Smedjeviksvägen,0,0,1,99
2434,1310159,H1085,P,2549740,6672298,2549737,6672297,Senioritalo,Seniorhus,Pohjoiskaari,Norrsvängen,0,0,1,99
2435,1310160,H1086,P,2549612,6672653,2549626,6672668,Pohjoisniementie,Norruddsvägen,Pohjoiskaari,Norrsvängen,0,0,1,99
2436,1310161,H1087,P,2549647,6672677,2549633,6672661,Pohjoisniementie,Norruddsvägen,Pohjoiskaari,Norrsvängen,0,0,1,99
2437,1310162,H1088,P,2549467,6672747,2549479,6672767,Koillisväylä,Nordostpassagen,Pohjoiskaari,Norrsvängen,0,0,1,99
2438,1310163,H1089,P,2549486,6672788,2549474,6672771,Koillisväylä,Nordostpassagen,Pohjoiskaari,Norrsvängen,0,0,1,99
2439,1310164,H1091,P,2549200,6672867,2549175,6672839,Maamonlahdentie,Morsviksvägen,Maamonlahdentie,Morsviksvägen,0,0,1,99
2440,1310165,H1090,P,2549155,6672813,2549148,6672830,Maamonlahdentie,Morsviksvägen,Pohjoiskaari,Norrsvängen,0,0,1,99
2441,1310166,H1092,P,2549060,6672754,2549048,6672769,Gyldénintie,Gyldénsvägen,Pohjoiskaari,Norrsvängen,0,0,1,99
2442,1310167,H1093,P,2549032,6672777,2549043,6672764,Gyldénintie,Gyldénsvägen,Pohjoiskaari,Norrsvängen,0,0,1,99
2443,1310168,H1094,P,2549028,6672662,2549050,6672667,Kotkavuori,Örnberget,Taivaanvuohentie,Beckasinvägen,0,0,1,99
2444,1310169,H1095,P,2549069,6672663,2549053,6672658,Kotkavuori,Örnberget,Taivaanvuohentie,Beckasinvägen,0,0,1,99
2445,1310170,H1096,P,2549235,6672502,2549236,6672524,Terveysasema,Hälsostation,Taivaanvuohentie,Beckasinvägen,0,0,1,99
2446,1310171,H1097,P,2549266,6672541,2549260,6672523,Terveysasema,Hälsostation,Taivaanvuohentie,Beckasinvägen,0,0,1,99
2447,1310172,H1098,P,2548884,6672411,2548905,6672407,Lauttasaarentie,Drumsövägen,Gyldenintie,Gyldensvägen,0,0,1,99
2448,1310173,H1099,P,2548919,6672401,2548905,6672405,Lauttasaarentie,Drumsövägen,Gyldenintie,Gyldensvägen,0,0,1,99
2449,1310174,H1100,P,2549005,6672088,2549009,6672112,Otavantie,Karlavägen,Tallbergin puistotie,Tallbergs allén,0,0,1,99
2450,1310175,H1101,P,2549030,6672128,2549029,6672108,Otavantie,Karlavägen,Tallbergin puistotie,Tallbergs allén,0,0,1,99
2451,1310176,H1102,P,2549097,6671947,2549084,6671964,Haahkatie,Ådvägen,Haahkatie 6,Ådvägen 6,0,0,1,99
2452,1310177,H1103,P,2549074,6671979,2549086,6671965,Haahkatie,Ådvägen,Haahkatie 5,Ådvägen 5,0,0,1,99
2453,1310178,H1104,P,2548831,6671980,2548835,6672000,Haahkakuja,Ådgränden,Haahkatie,Ådvägen,0,0,1,99
2454,1310179,H1105,P,2548834,6672017,2548830,6672001,Haahkakuja,Ådgränden,Haahkatie,Ådvägen,0,0,1,99
2455,1310180,H1106,P,2548779,6672081,2548801,6672078,Haahkakuja,Ådgränden,Haahkakuja,Ådgränden,0,0,1,99
2456,1310181,H1107,P,2548816,6672074,2548801,6672077,Haahkakuja,Ådgränden,Haahkakuja,Ådgränden,0,0,1,99
2457,1310182,H1108,P,2548486,6672263,2548488,6672269,Lauttasaaren kirkko,Drumsö kyrka,Myllykalliontie,Kvarnbergetsväg,0,0,1,99
2458,1310183,H1110,P,2548438,6671991,2548458,6672003,Isokaari,Storsvängen,Kuikkarinne,Doppingbrinken,0,0,1,99
2459,1310184,H1109,P,2548470,6672011,2548459,6672003,Isokaari,Storsvängen,Kuikkarinne,Doppingbrinken,0,0,1,99
2460,1310185,H1111,P,2548546,6671886,2548531,6671879,Tiirasaarentie,Tirholmsvägen,Kuikkarinne,Doppingbrinken,0,0,1,99
2461,1310186,H1112,P,2548511,6671872,2548529,6671882,Tiirasaarentie,Tirholmsvägen,Kuikkarinne,Doppingbrinken,0,0,1,99
2462,1310187,H1113,P,2548371,6671810,2548374,6671796,Kajavatie,Trutvägen,Tiirasaarentie,Tirholmsvägen,0,0,1,99
2463,1310188,H1114,P,2548375,6671776,2548372,6671796,Kajavatie,Trutvägen,Tiirasaarentie,Tirholmsvägen,0,0,1,99
2464,1310189,H1115,P,2548172,6671821,2548167,6671805,Takaniementie,Taxnäsvägen,Tiirasaarentie,Tirholmsvägen,0,0,1,99
2465,1310190,H1116,P,2548150,6671787,2548157,6671808,Takaniementie,Taxnäsvägen,Tiirasaarentie,Tirholmsvägen,0,0,1,99
2466,1310191,H1069,P,2548985,6671060,2548981,6671062,Särkiniemi,Mörtnäs,Särkiniementie,Mörtnäsvägen,0,0,1,99
2467,1310192,H1138,P,2547810,6673500,2547815,6673497,Laukkaniemi,Lökudden,Katajaharjuntie,Enåsvägen,0,0,1,99
2468,1310193,H1117,P,2547927,6671973,2547917,6671961,Lounaisväylä,Sydvästpassagen,Tiirasaarentie,Tirholmsvägen,0,0,1,99
2469,1310194,H1118,P,2547898,6671947,2547911,6671965,Lounaisväylä,Sydvästpassagen,Tiirasaarentie,Tirholmsvägen,0,0,1,99
2470,1310195,H1119,P,2547949,6672132,2547935,6672137,Viklakuja,Snappgränd,Lounaisväylä,Sydvästpassagen,0,0,1,99
2471,1310196,H1120,P,2547909,6672130,2547937,6672141,Viklakuja,Snäppgränden,Luoteisväylä,Sydvästpassagen,0,0,1,99
2472,1310197,H1121,P,2548027,6672225,2548012,6672243,Isokaari,Storsvängen,Puistokaari,Parksvängen,0,0,1,99
2473,1310198,H1067,P,2547953,6672629,2547952,6672628,Katajaharju,Enåsen,Lauttasaarentie,Drumsövägen,1,1,1,01
2474,1310199,H1122,P,2548011,6672269,2548025,6672253,Isokaari,Storsvängen,Puistokaari,Parksvängen,0,0,1,99
2475,1310200,H1048,P,2549376,6671301,2549397,6671306,Nahkahousuntie,Skinnbyxvägen,Vattuniemenkatu,Hallonnäsgatan,1,1,1,04
2476,1310201,H1017,P,2549662,6672532,2549667,6672512,Lauttasaaren silta,Drumsö bro,Lauttasaarentie 3,Drumsövägen 3,0,0,1,04
2477,1310202,H1018,P,2549670,6672492,2549666,6672512,Lauttasaaren silta,Drumsö bro,Lauttasaarentie 6,Drumsövägen 6,0,0,1,99
2478,1310203,H1023,P,2549212,6672441,2549211,6672424,Koillisväylä,Nordostpassagen,Lauttasaarentie,Drumsövägen,0,0,1,99
2479,1310204,H1022,P,2549255,6672416,2549251,6672431,Koillisväylä,Nordostpassagen,Lauttasaarentie,Drumsövägen,0,0,1,99
2480,1310205,H1199,P,2548764,6672268,2548740,6672273,Lahnalahden p. (M),Braxviksparken (M),Särkiniementie,Mörtnäsvägen,0,0,1,04
2481,1310207, ,P,2548856,6672192,2548867,6672190,Gyldénintie,Gyldénsvägen,Gyldénintie 2,Gyldénsvägen 2,0,0,1,99
2482,1310208,H1026,P,2548885,6672220,2548873,6672223,Gyldénintie,Gyldénsvägen,Gyldénintie 1,Gyldénsvägen 1,0,0,1,99
2483,1310221,H1054,P,2549130,6671669,2549142,6671670,Kiviaidankatu,Murbacksgatan,Melkonkatu,Melkögatan 28,0,0,1,99
2484,1310222,H1063,P,2548849,6672472,2548848,6672453,Lemissaarentie,Lemisholmsvägen,Lauttasaarentie,Drumsövägen,0,0,1,99
2485,1310223, ,P,2548836,6672441,2548839,6672455,Lahnalahden puisto,Braxviksparken,Lauttasaarentie,Drumsövägen,0,0,1,99
2486,1310224, ,P,2548437,6672549,2548449,6672521,Lahnalahdentie,Braxviksvägen,Lauttasaarentie,Drumsövägen,0,0,1,99
2487,1310225,H1064,P,2548512,6672506,2548515,6672521,Lahnalahdentie,Braxviksvägen,Lauttasaarentie,Drumsövägen,1,1,1,01
2488,1310226, ,P,2548740,6672398,2548762,6672395,Lahnalahden puisto,Braxviksparken,Särkiniementie,Mörtnäsvägen,0,0,1,99
2489,1310227,H1058,P,2548700,6672120,2548714,6672117,Hevosenkenkäpuisto,Hästskoparken,Särkiniementie,Mörtnäsvägen,0,0,1,99
2490,1310228,H1059,P,2548724,6672102,2548712,6672104,Hevosenkenkäpuisto,Hästskoparken,Särkiniementie,Mörtnäsvägen,0,0,1,99
2491,1310229,H1056,P,2548903,6671639,2548900,6671657,Särkiniementie,Mörtnäsvägen,Wavulinintie 10,Wavulinsvägen 10,0,0,1,99
2492,1310230,H1057,P,2548852,6671702,2548844,6671701,Särkiniementie,Mörtnäsvägen,Särkiniementie 23,Mörtnäsvägen 23,0,0,1,99
2493,1310231, ,P,2549130,6671670,2549142,6671672,Kiviaidankatu,Murbacksgatan,Kiviaidankatu 2,Murbacksgatan 2,0,0,1,99
2494,1310232, ,P,2549127,6671742,2549122,6671737,Kiviaidankatu,Murbacksgatan,Melkonkatu 25,Melkögatan 25,0,0,1,99
2495,1310233,H1052,P,2549180,6671358,2549208,6671364,Melkonkatu,Melkögatan,Melkonkatu 16,Melkögatan 16,0,0,1,99
2496,1310234,H1053,P,2549195,6671450,2549189,6671449,Melkonkatu,Melkögatan,Melkonkatu,Melkögatan,0,0,1,99
2497,1310235,H1050,P,2549375,6671211,2549377,6671211,Vattuniemi,Hallonnäs,Melkokuja 1,Melkögränd 1,0,0,1,99
2498,1310236,H1049,P,2549152,6671257,2549138,6671253,Melkonkuja,Melkögränd,Itälahdenkatu,Österviksgatan,0,0,1,99
2499,1310237,H1049,P,2549152,6671257,2549138,6671254,Melkonkuja,Melkögränd,Itälahdenkatu,Österviksgatan,0,0,1,99
2500,1310240, ,P,2549395,6672237,2549412,6672229,Pajalahdentie,Smedjeviksvägen,Meripuistotie, ,0,0,1,99
2501,1310241, ,P,2549496,6672347,2549486,6672354,Pajalahdentie,Smedjeviksvägen,Meripuistotie,Sjöallen,0,0,1,99
2502,1310242, ,P,2549337,6671984,2549354,6671981,Heikkiläntie,Heikasvägen,Vattuniemenkatu,Hallonnäsgatan,0,0,1,99
2503,1310243, ,P,2549365,6671984,2549355,6671985,Heikkiläntie,Heikasvägen,Vattuniemenkatu,Hallonnäsgatan,0,0,1,99
2504,1310250,H1076,P,2549249,6671179,2549251,6671180,Melkonkuja,Melkögränd,Melkonkatu,Melkögatan,0,0,1,99
2505,1310298,H1067,P,2547956,6672619,2547936,6672603,Katajaharju,Enåsen,Lauttasaarentie,Drumsövägen,0,0,1,01
2506,1310299,H1066,P,2547976,6672600,2547982,6672619,Katajaharju,Enåsen,Lauttasaarentie,Drumsövägen,1,1,1,01
2507,1310601,H0013,P,2548965,6672292,2548963,6672286,Lauttasaari,Drumsö,Gyldénintie 2a,Gyldénsvägen 2a,1,1,2,99
2508,1310602,H0012,P,2548961,6672301,2548956,6672305,Lauttasaari,Drumsö,Gyldénintie 2a,Gyldénsvägen 2a,1,1,2,99
2509,1310603,H0011,P,2547573,6672739,2547572,6672735,Koivusaari,Björkholmen,Sotkantie 11,Dykandsvägen 11,1,1,2,99
2510,1310604,H0010,P,2547576,6672748,2547579,6672754,Koivusaari,Björkholmen,Sotkantie 11,Dykandsvägen 11,1,1,2,99
2511,1310900,XH1051,P,2548973,6671912,2548975,6671926,Palvelutalo Untuva,Untuva Servicehus,Haahkapolku 3,Ådstigen 3,0,0,0,99
2512,1310901,XH1052,P,2547390,6672707,2547389,6672707,Vaskisalmenkuja,Kopparsundsgränden,Vaskisalmenkuja 6,Kopparsundsgränden 6,0,0,0,99
2513,1310902,XH1062,P,2549408,6671786,2549412,6671790,Vattuniemenranta,Hallonnässtranden,Vattuniemenranta 2,Hallonnässtranden 2,0,0,0,99
2514,1320100,H1813,P,2546738,6680397,2546739,6680380,Kyntäjäntie,Plöjarvägen,Kyntäjäntie 17,Plöjarvägen 17,0,0,1,99
2515,1320101,H1531,P,2547094,6680420,2547078,6680419,Vähäntuvantie,Lillstuvägen,Konalantie,Kånalavägen,1,1,1,04
2516,1320102,H1530,P,2547058,6680397,2547079,6680398,Vähäntuvantie,Lillstuvägen,Konalantie,Kånalavägen,1,1,1,01
2517,1320103,H1533,P,2547116,6680758,2547098,6680762,Tähkätie,Axvägen,Konalantie,Kånalavägen,1,1,1,04
2518,1320104,H1532,P,2547067,6680710,2547087,6680707,Tähkätie,Axvägen,Konalantie,Kånalavägen,1,1,1,01
2519,1320105,H1534,P,2547071,6680984,2547093,6680988,Riihipellontie,Riåkersvägen,Konalantie,Kånalavägen,1,1,1,01
2520,1320106, ,P,2546876,6681548,2546902,6681531,Riukutie,Gärdselvägen,Riukutie,Gärdselvägen,0,0,1,99
2521,1320107,H1535,P,2547075,6681143,2547057,6681137,Riihipellontie,Riåkersvägen,Konalantie,Kånalavägen,1,1,1,04
2522,1320108,H1537,P,2546881,6681416,2546864,6681416,Ristipellontie,Korsåkersvägen,Konalantie,Kånalavägen,1,1,1,04
2523,1320109,H1536,P,2546843,6681430,2546866,6681428,Ristipellontie,Korsåkersvägen,Konalantie,Kånalavägen,1,1,1,01
2524,1320110,H1589,P,2547086,6681800,2547081,6681797,Hankasuontie,Hankmossvägen,Hankasuontie 1,Hankmossvägen 1,0,0,1,99
2525,1320111,H1538,P,2547069,6681738,2547085,6681723,Hankasuontie,Hankmossvägen,Malminkartanontie,Malmgårdsvägen,1,1,1,01
2526,1320112,H1587,P,2546877,6682072,2546868,6682065,Hankasuontie 5,Hankmossvägen 5,Hankasuontie 5,Hankmossvägen 5,0,0,1,04
2527,1320113,H1586,P,2546871,6682032,2546885,6682043,Hankasuontie 5,Hankmossvägen 5,Hankasuontie 6,Hankmossvägen 6,0,0,1,01
2528,1320114,H1585,P,2546629,6682207,2546625,6682211,Hankasuontie 13,Hankmossvägen 13,Hankasuontie 13,Hankmossvägen 13,0,0,1,04
2529,1320115,H1584,P,2546654,6682209,2546664,6682218,Hankasuontie 12,Hankmossvägen 12,Hankasuontie 12,Hankmossvägen 12,0,0,1,04
2530,1320116,H1814,P,2546811,6680465,2546808,6680487,Äestäjäntie,Harvarvägen,Äestäjäntie 14,Harvarvägen 14,0,0,1,99
2531,1320117,H1815,P,2547305,6680486,2547307,6680469,Vuorikummuntie,Bergkullavägen,Vähäntuvantie,Lillstuvägen,1,1,1,08
2532,1320118,H1816,P,2547228,6680438,2547226,6680462,Vuorikummuntie,Bergkullavägen,Vähäntuvantie,Lillstuvägen,1,1,1,08
2533,1320119,H1573,P,2547507,6681122,2547491,6681109,Ruosilanpolku,Rosasstigen,Vihdintie,Vichtisvägen,1,1,1,01
2534,1320120,H1572,P,2547403,6681172,2547411,6681178,Ruosilanpolku,Rosasstigen,Vihdintie,Vichtisvägen,1,1,1,01
2535,1320121,H1575,P,2547181,6681521,2547162,6681505,Malminkartanonkuja,Malmgårdsgränden,Vihdintie,Vichtisvägen,0,0,1,99
2536,1320122,H1574,P,2547221,6681372,2547239,6681387,Malminkartanonkuja,Malmgårdsgränden,Vihdintie,Vichtisvägen,0,0,1,99
2537,1320123,H1539,P,2547083,6681703,2547073,6681711,Hankasuontie,Hankmossvägen,Malminkartanontie,Malmgårdsvägen,1,1,1,01
2538,1320124,H1817,P,2547450,6680648,2547468,6680643,Konalan puisto,Kånalaparken,Vähäntuvantie,Lillstuvägen,1,1,1,08
2539,1320125,H1818,P,2547497,6680666,2547472,6680665,Konalan puisto,Kånalaparken,Vähäntuvantie,Lillstuvägen,1,1,1,08
2540,1320126,H1819,P,2547325,6680755,2547320,6680744,Tähkätie,Axvägen,Kolsarintie 11,Kålsarvägen 11,1,1,1,08
2541,1320127,H1820,P,2547292,6680727,2547301,6680751,Tähkätie,Axvägen,Kolsarintie 8,Kålsarvägen 8,1,1,1,08
2542,1320128,H1821,P,2547035,6681044,2547035,6681030,Konalantie,Kånalavägen,Riihipellontie,Riåkersvägen,1,1,1,08
2543,1320129,H1822,P,2546846,6680968,2546865,6680968,Riihipellontie,Riåkersvägen,Käärtipolku,Gärdesstigen,1,1,1,08
2544,1320130,H1823,P,2546862,6680863,2546846,6680866,Käärtipolku,Gärdesstigen,Käärtipolku 1,Gärdesstigen 1,1,1,1,04
2545,1320131,H1824,P,2546678,6681663,2546689,6681674,Vitsastie,Hankvägen,Riukutie,Gärdselvägen,1,1,1,08
2546,1320132,H1825,P,2546709,6681674,2546699,6681665,Vitsastie,Hankvägen,Riukutie,Gärdselvägen,1,1,1,08
2547,1320133,H1827,P,2547070,6681861,2547044,6681838,S-Market Konala,S-Market Kånala,Hankasuontie,Hankmossvägen,1,1,1,04
2548,1320134,H1508,P,2547260,6681108,2547253,6681110,Soodakuja,Sodagränden,Ajomiehentie,Körkarlsvägen,1,1,1,04
2549,1320135,H1507,P,2547229,6681126,2547231,6681109,Soodakuja,Sodagränden,Ajomiehentie,Körkarlsvägen,1,1,1,04
2550,1320136,H1062,P,2549172,6671724,2549162,6671715,Heikkilänaukio,Heikasplatsen,Kiviaidankatu,Murbacksgatan,0,0,1,04
2551,1320191,H1826,P,2546596,6681857,2546602,6681858,Riukukuja,Gärdselgränden,Riukutie 10,Gärdselvägen 10,1,1,1,04
2552,1320199,H1046,P,2549335,6671650,2549328,6671646,Vattuniemenkuja,Hallonnäsgränd,Vattuniemenkatu,Hallonnäsgatan,1,1,1,04
2553,1320201,H1531,P,2547091,6680406,2547079,6680404,Vähäntuvantie,Lillstuvägen,Konalantie,Kånalavägen,0,0,1,99
2554,1320202,H1530,P,2547058,6680407,2547078,6680409,Vähäntuvantie,Lillstuvägen,Konalantie,Kånalavägen,0,0,1,99
2555,1320203,H1533,P,2547098,6680686,2547083,6680690,Tähkätie,Axvägen,Konalantie,Kånalavägen,0,0,1,99
2556,1320204,H1532,P,2547063,6680697,2547083,6680693,Tähkätie,Axvägen,Konalantie,Kånalavägen,0,0,1,99
2557,1320205,H1590,P,2546973,6680468,2546984,6680485,Aittatie,Bodvägen,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,1,1,1,04
2558,1320206,H1591,P,2546987,6680515,2546967,6680500,Aittatie,Bodvägen,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,1,1,1,04
2559,1320207,H1535,P,2547077,6681144,2547057,6681136,Riihipellontie,Riåkersvägen,Konalantie 47,Kånalavägen 47,0,0,1,99
2560,1320208,H1537,P,2546877,6681420,2546866,6681422,Ristipellontie,Korsåkersvägen,Konalantie,Kånalavägen,0,0,1,99
2561,1320209,H1536,P,2546845,6681423,2546865,6681421,Ristipellontie,Korsåkersvägen,Konalantie,Kånalavägen,0,0,1,99
2562,1320219,H1573,P,2547504,6681128,2547489,6681112,Ruosilanpolku,Rosasstigen,Vihdintie,Vichtisvägen,0,0,1,99
2563,1320220,H1572,P,2547542,6680986,2547560,6681002,Ruosilanpolku,Rosasstigen,Vihdintie,Vichtisvägen,0,0,1,99
2564,1320221,H1575,P,2547175,6681520,2547161,6681507,Malminkartanonkuja,Malmgårdsgränden,Vihdintie,Vichtisvägen,0,0,1,99
2565,1320222,H1574,P,2547231,6681358,2547250,6681374,Malminkartanonkuja,Malmgårdsgränden,Vihdintie,Vichtisvägen,0,0,1,99
2566,1320224,H1612,P,2547108,6680165,2547102,6680181,Konalantie,Kånalavägen,Kehä I,Ring I,1,1,1,01
2567,1320225,H1613,P,2547049,6680192,2547051,6680185,Konalantie,Kånalavägen,Kehä I,Ring I,1,1,1,01
2568,1320227,H1611,P,2547758,6680587,2547766,6680575,Vihdintie,Vichtisvägen,Kehä I,Ring I,1,1,1,01
2569,1320287,H1593,P,2546812,6680666,2546802,6680649,Sotilaspellontie,Soldatåkersvägen,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,1,1,1,04
2570,1320288,H1592,P,2546771,6680637,2546785,6680659,Sotilaspellontie,Soldatåkersvägen,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,1,1,1,04
2571,1320289,H1579,P,2546846,6681919,2546816,6681906,Riukutie,Gärdselvägen,Vihdintie,Vichtisvägen,0,0,1,99
2572,1320290,H1578,P,2546767,6681864,2546801,6681900,Riukutie,Gärdselvägen,Vihdintie,Vichtisvägen,0,0,1,99
2573,1320292,H1580,P,2546433,6682253,2546449,6682270,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,Vihdintie,Vichtisvägen,1,1,1,01
2574,1320294,H1576,P,2547068,6681584,2547073,6681588,Malminkartanontie,Malmgårdsvägen,Vihdintie,Vichtisvägen,1,1,1,01
2575,1320295,H1581,P,2546462,6682306,2546449,6682293,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,Vihdintie,Vichtisvägen,1,1,1,01
2576,1320296,H1534,P,2547070,6680995,2547092,6681000,Riihipellontie,Riåkersvägen,Konalantie,Kånalavägen,0,0,1,99
2577,1320297,H1577,P,2546988,6681742,2546974,6681729,Malminkartanontie,Malmgårdsvägen,Vihdintie,Vichtisvägen,1,1,1,01
2578,1320298,H1594,P,2546628,6680804,2546646,6680815,Sänkitie,Stubbgärdesvägen,Vanha Hämeenkyläntie,Gamla tavastbyvägen,1,1,1,04
2579,1320299,H1595,P,2546652,6680841,2546636,6680832,Sänkitie,Stubbgärdesvägen,Vanha Hämeenkyläntie,Gamla Tavastbyvägen,1,1,1,04
2580,1320900,XH1542,P,2547722,6681093,2547728,6681098,Ruosilantie,Rosasvägen,Ruosilantie 10,Rosasvägen 10,0,0,0,99
2581,1331100,H1794,P,2548862,6681198,2548858,6681193,Kannelmäen terv.as.,Gamlas hälsostation,Kaustisentie,Kaustbyvägen,1,1,1,08
2582,1331101,H1683,P,2549462,6680802,2549449,6680798,Kantelettarentie,Kanteletarvägen,Kantelettarentie,Kanteletarvägen,1,1,1,99
2583,1331102,H1685,P,2549381,6681031,2549371,6681028,Pelimannintie,Spelmansvägen,Kantelettarentie,Kanteletarvägen,1,1,1,01
2584,1331103,H1684,P,2549353,6681022,2549371,6681026,Pelimannintie,Spelmansvägen,Kantelettarentie,Kanteletarvägen,1,1,1,01
2585,1331104,H1687,P,2549079,6681081,2549084,6681070,Kaustisentie,Kaustbyvägen,Pelimannintie,Spelmansvägen,1,1,1,04
2586,1331105,H1686,P,2549113,6681068,2549108,6681082,Kaustisentie,Kaustbyvägen,Pelimannintie,Spelmansvägen,1,1,1,01
2587,1331106,H1707,P,2548727,6680876,2548737,6680861,Klaneettitie,Klarinettvägen,Pelimannintie,Spelmansvägen,1,1,1,04
2588,1331107,H1708,P,2548752,6680853,2548744,6680865,Klaneettitie,Klarinettvägen,Pelimannintie,Spelmansvägen,1,1,1,01
2589,1331108,H1709,P,2548495,6680740,2548495,6680747,Pelimannintie 23,Spelmansvägen 23,Pelimannintie,Spelmansvägen,1,1,1,01
2590,1331109,H1789,P,2549241,6681357,2549239,6681356,Kannelkallio,Kanteleberget,Kantelettarentie,Kanteletarvägen,1,1,1,04
2591,1331110,H1795,P,2549090,6680889,2549100,6680904,Viulupolku,Fiolstigen,Viulutie,Fiolvägen,0,0,1,99
2592,1331111,H1796,P,2548774,6680990,2548776,6680989,Klaneettikuja,Klarinettgränden,Klaneettitie,Klarinettvägen,1,1,1,08
2593,1331112,H1797,P,2548798,6680995,2548779,6680984,Klaneettikuja,Klarinettgränden,Klaneettitie,Klarinettvägen,1,1,1,08
2594,1331113,H1798,P,2548508,6681658,2548494,6681666,Urkupillintie,Orgelpipsvägen,Urkupillintie 10,Orgelpipsvägen 10,1,1,1,04
